Donnees du 31 Janvier 2021,,,,,,
Time,Tsatellite,Tstation,Rhsatellite,Rhstation,Psatellite,Pstation
00:00,16.16231689,,54.31291,,871.1833,
03:00,15.29961548,,40.81834,,870.0627,
06:00,15.12200317,,33.04401,,871.6027,
09:00,28.41057739,,14.43057,,872.1998,
12:00,31.97057495,,14.2319,,869.7606,
15:00,31.2930542,,15.92991,,867.2417,
18:00,21.53527222,,32.71572,,870.0524,
21:00,18.26067505,,54.80688,,871.8887,
