Donnees du 31 Janvier 2021,,,,,,
Time,Tsatellite,Tstation,Rhsatellite,Rhstation,Psatellite,Pstation
00:00,20.53231201,,94.5434,,930.2783,
03:00,20.88961182,,90.14176,,929.7397,
06:00,20.56200562,,90.39252,,930.5676,
09:00,28.19057617,,54.54345,,931.4058,
12:00,32.79055176,,33.51591,,928.5176,
15:00,28.80306396,,45.0194,,925.8957,
18:00,24.12526855,,60.9641,,929.0854,
21:00,22.51067505,,79.47472,,930.7338,
